task_id,employee_id,date,task_description,estimated_duration,actual_duration,priority,deadline_days,mood,workload,project,dept,breaks,interruptions,remote_work,manager_id,team_size,completed,status,notes,tools_used
561,EMP187,10/08/2025,Team meeting,"1,4","1,4",Medium,2,Tired,4,Q4 Review Report,Analytics,1,3,0%,MGR392,11,No,Ongoing,Follow up required,"Zoom, Slack"
562,EMP180,10/08/2025,Bug fixing,"3,3","3,6",Low,7,Stressed,6,New Project RFP,Sales,0,2,25%,MGR314,4,No,Delayed,Good team engagement,"Zoom, Slack"
563,EMP61,09/18/2025,Team meeting,"1,5",2,Medium,4,Happy,1,All-Hands Sync,HR,2,5,0%,MGR349,14,Yes,Done,Audit scheduled,"VSCode, GitHub"
564,EMP159,09/27/2025,Team meeting,"1,6","1,8",Low,7,Happy,5,Client Dashboard,HR,0,4,100%,MGR390,15,Yes,Done,Good team engagement,Google Docs
565,EMP92,09/28/2025,Bug fixing,3,"3,1",Medium,3,Calm,2,CRM Update,IT,2,1,25%,MGR329,8,No,Done,Code reviewed twice,"VSCode, GitHub"
566,EMP24,10/02/2025,Team meeting,"3,7","3,7",Medium,6,Happy,3,App QA Cycle,Sales,2,2,25%,MGR377,2,Yes,Done,Good team engagement,"Figma, Power BI"
567,EMP56,10/09/2025,Code feature,"3,6","3,6",Medium,2,Calm,3,Q4 Review Report,QA,2,0,0%,MGR304,14,No,Delayed,Needed extra research,"VSCode, GitHub"
568,EMP47,09/18/2025,Design dashboard,3,"2,9",Low,5,Stressed,8,Q4 Review Report,HR,0,0,50%,MGR302,14,Yes,Done,Audit scheduled,"VSCode, GitHub"
569,EMP170,10/15/2025,Code feature,"3,1","3,3",High,6,Happy,1,Q4 Review Report,IT,2,2,100%,MGR389,7,Yes,Ongoing,Audit scheduled,"VSCode, GitHub"
570,EMP149,10/05/2025,Write report,"2,9","2,9",High,7,Focused,1,New Project RFP,IT,2,1,50%,MGR343,14,Yes,Ongoing,Code reviewed twice,"VSCode, GitHub"
571,EMP149,10/14/2025,Design dashboard,"3,2","3,1",Medium,3,Focused,3,App QA Cycle,Analytics,0,2,75%,MGR408,5,Yes,Delayed,Code reviewed twice,"Zoom, Slack"
572,EMP51,10/01/2025,Write report,"2,7","2,7",Low,2,Tired,6,Client Dashboard,HR,2,5,0%,MGR321,7,No,Done,Follow up required,"Zoom, Slack"
573,EMP136,10/06/2025,Design dashboard,"3,7","3,6",Medium,6,Tired,4,New Project RFP,QA,1,3,25%,MGR317,15,No,Ongoing,UI feedback pending,"VSCode, GitHub"
574,EMP23,10/08/2025,Bug fixing,"2,6","3,1",Low,1,Tired,8,New Project RFP,Analytics,0,1,75%,MGR402,13,Yes,Ongoing,Good team engagement,"Word, Excel"
575,EMP113,09/23/2025,Team meeting,"3,7","3,9",High,5,Tired,2,CRM Update,QA,2,3,50%,MGR369,14,No,Delayed,Customer issue,"Figma, Power BI"
576,EMP174,10/17/2025,Bug fixing,"2,6","2,4",Medium,5,Happy,3,App QA Cycle,Analytics,0,2,75%,MGR427,5,Yes,Done,Code reviewed twice,"Figma, Power BI"
577,EMP33,10/13/2025,Write report,"3,8","3,7",Medium,6,Stressed,3,App QA Cycle,Sales,2,2,25%,MGR377,11,Yes,Done,Revision requested,"JIRA, PyCharm"
578,EMP139,09/23/2025,Team meeting,"3,2","3,3",Low,4,Tired,9,All-Hands Sync,Sales,1,4,100%,MGR304,14,Yes,Delayed,Code reviewed twice,"JIRA, PyCharm"
579,EMP135,09/27/2025,Bug fixing,"1,4","1,3",Medium,4,Stressed,1,CRM Update,Sales,2,2,25%,MGR425,8,Yes,Delayed,Follow up required,"JIRA, PyCharm"
580,EMP48,10/05/2025,Design dashboard,"3,6","3,6",Medium,6,Focused,9,New Project RFP,QA,1,4,25%,MGR429,2,No,Delayed,Customer issue,Google Docs
581,EMP116,10/06/2025,Design dashboard,"2,6","2,5",Medium,7,Happy,6,Q4 Review Report,Analytics,2,0,25%,MGR393,7,Yes,Ongoing,UI feedback pending,"JIRA, PyCharm"
582,EMP44,09/30/2025,Team meeting,"2,7","3,2",Medium,4,Happy,1,Client Dashboard,IT,0,1,50%,MGR321,13,Yes,Delayed,Code reviewed twice,"Zoom, Slack"
583,EMP63,09/17/2025,Write proposal,"1,5","1,5",Medium,1,Tired,7,New Project RFP,Sales,1,2,0%,MGR420,11,Yes,Delayed,Follow up required,Google Docs
584,EMP119,09/27/2025,Write proposal,"3,1","3,3",High,7,Tired,2,Client Dashboard,IT,1,3,100%,MGR386,4,No,Delayed,Follow up required,"VSCode, GitHub"
585,EMP147,10/07/2025,Write report,"3,2",3,Low,2,Happy,5,Q4 Review Report,HR,2,3,25%,MGR323,13,Yes,Ongoing,UI feedback pending,"Zoom, Slack"
586,EMP37,10/05/2025,Write proposal,"1,6","1,7",Medium,4,Calm,6,Q4 Review Report,HR,2,2,75%,MGR380,5,No,Delayed,Ready for submission,Google Docs
587,EMP151,10/01/2025,Design dashboard,"3,3","3,5",Low,2,Stressed,9,CRM Update,Sales,1,1,75%,MGR368,12,No,Ongoing,Needed extra research,Google Docs
588,EMP71,09/28/2025,Bug fixing,"3,3","3,1",High,2,Calm,5,App QA Cycle,QA,1,0,25%,MGR405,6,No,Ongoing,Good team engagement,"Zoom, Slack"
589,EMP195,10/06/2025,Code feature,"3,5","3,4",Medium,2,Stressed,3,CRM Update,Analytics,0,2,75%,MGR424,10,No,Delayed,Needed extra research,"VSCode, GitHub"
590,EMP60,09/25/2025,Code feature,"2,1","2,6",High,3,Happy,9,CRM Update,Analytics,2,3,0%,MGR314,15,Yes,Delayed,Audit scheduled,"Zoom, Slack"
591,EMP36,10/15/2025,Bug fixing,"1,4","1,3",Medium,6,Stressed,7,Client Dashboard,IT,0,0,100%,MGR428,3,No,Delayed,Code reviewed twice,"VSCode, GitHub"
592,EMP173,09/20/2025,Team meeting,"3,4","3,9",Medium,7,Focused,7,Client Dashboard,IT,1,1,25%,MGR327,4,Yes,Delayed,Customer issue,"JIRA, PyCharm"
593,EMP85,10/14/2025,Write proposal,"2,5","2,8",High,4,Focused,6,Client Dashboard,Analytics,1,4,75%,MGR421,12,Yes,Delayed,Good team engagement,"Zoom, Slack"
594,EMP141,10/09/2025,Team meeting,"3,2","3,3",Medium,1,Focused,1,Client Dashboard,Analytics,2,5,25%,MGR364,10,No,Delayed,UI feedback pending,"Figma, Power BI"
595,EMP51,10/04/2025,Code feature,1,"1,2",Medium,4,Stressed,7,All-Hands Sync,HR,0,1,50%,MGR353,15,Yes,Delayed,UI feedback pending,"Figma, Power BI"
596,EMP124,10/12/2025,Write report,"3,1","3,4",Medium,7,Stressed,8,App QA Cycle,QA,1,5,75%,MGR325,15,Yes,Ongoing,Ready for submission,Google Docs
597,EMP36,09/28/2025,Bug fixing,"3,1","3,3",Low,6,Focused,6,App QA Cycle,Analytics,0,5,25%,MGR413,14,Yes,Done,Follow up required,"VSCode, GitHub"
598,EMP180,09/26/2025,Team meeting,2,"2,2",Low,1,Stressed,3,CRM Update,Sales,2,5,25%,MGR405,14,No,Delayed,Customer issue,"Figma, Power BI"
599,EMP54,09/25/2025,Code feature,"3,9","3,7",Low,5,Happy,5,CRM Update,Analytics,1,2,25%,MGR400,8,Yes,Done,Needed extra research,Google Docs
600,EMP185,10/06/2025,Design dashboard,"1,7","1,6",High,1,Tired,4,All-Hands Sync,IT,0,3,100%,MGR409,11,No,Done,Code reviewed twice,"Zoom, Slack"
601,EMP63,10/17/2025,Write proposal,"2,4","2,2",High,1,Focused,7,App QA Cycle,QA,0,1,25%,MGR348,15,No,Delayed,Customer issue,"JIRA, PyCharm"
602,EMP53,09/30/2025,Code feature,"2,8","2,9",Low,2,Happy,4,App QA Cycle,IT,1,1,0%,MGR374,6,Yes,Ongoing,Customer issue,"VSCode, GitHub"
603,EMP114,10/05/2025,Design dashboard,"2,8","2,6",Low,4,Stressed,1,App QA Cycle,IT,1,5,75%,MGR354,13,No,Ongoing,Follow up required,"Figma, Power BI"
604,EMP172,09/25/2025,Write report,"1,3","1,3",High,5,Stressed,1,All-Hands Sync,IT,1,2,100%,MGR311,2,No,Ongoing,Audit scheduled,"JIRA, PyCharm"
605,EMP97,09/29/2025,Design dashboard,"1,1","1,4",Medium,2,Focused,1,New Project RFP,IT,1,1,100%,MGR426,7,No,Done,Code reviewed twice,"Zoom, Slack"
606,EMP155,09/30/2025,Code feature,"2,8","3,1",Medium,1,Happy,1,CRM Update,QA,1,5,50%,MGR410,6,No,Ongoing,Ready for submission,Google Docs
607,EMP100,09/30/2025,Code feature,"2,7",3,Medium,6,Tired,3,New Project RFP,QA,0,1,25%,MGR313,5,Yes,Done,Customer issue,"Zoom, Slack"
608,EMP61,10/09/2025,Bug fixing,"3,4","3,9",Medium,1,Tired,1,App QA Cycle,HR,2,4,75%,MGR417,9,Yes,Ongoing,Good team engagement,"Word, Excel"
609,EMP109,09/19/2025,Code feature,"3,1","3,2",Medium,2,Calm,9,All-Hands Sync,Sales,2,4,25%,MGR301,10,Yes,Delayed,Code reviewed twice,"VSCode, GitHub"
610,EMP147,10/08/2025,Write report,"3,3","3,2",Medium,1,Happy,2,App QA Cycle,HR,2,0,50%,MGR339,2,Yes,Delayed,Customer issue,"JIRA, PyCharm"
611,EMP180,10/17/2025,Team meeting,"2,8","2,6",Low,6,Stressed,6,Q4 Review Report,Sales,1,2,100%,MGR333,5,Yes,Ongoing,Ready for submission,"Zoom, Slack"
612,EMP34,10/10/2025,Write report,"1,2",1,Low,5,Tired,2,App QA Cycle,HR,0,1,75%,MGR322,2,Yes,Done,Follow up required,"JIRA, PyCharm"
613,EMP92,10/07/2025,Design dashboard,"3,8","3,6",High,1,Happy,8,App QA Cycle,HR,2,4,25%,MGR391,12,Yes,Delayed,Revision requested,"VSCode, GitHub"
614,EMP145,10/01/2025,Bug fixing,"3,7","3,7",Medium,3,Focused,10,App QA Cycle,Analytics,1,2,100%,MGR347,8,No,Done,Needed extra research,Google Docs
615,EMP107,10/01/2025,Design dashboard,"1,3","1,8",High,6,Calm,8,New Project RFP,Sales,0,2,75%,MGR411,3,No,Delayed,Good team engagement,"VSCode, GitHub"
616,EMP195,10/15/2025,Team meeting,"1,5","1,8",High,5,Tired,5,New Project RFP,Analytics,2,0,0%,MGR327,10,No,Delayed,Code reviewed twice,"JIRA, PyCharm"
617,EMP189,10/10/2025,Write proposal,"1,4","1,4",Medium,3,Happy,10,Q4 Review Report,Sales,0,0,75%,MGR345,14,Yes,Delayed,Needed extra research,"Word, Excel"
618,EMP126,10/15/2025,Design dashboard,2,"1,8",Medium,3,Focused,8,Client Dashboard,QA,2,2,50%,MGR347,5,Yes,Done,Audit scheduled,"Zoom, Slack"
619,EMP192,09/20/2025,Bug fixing,"2,6","2,5",Low,1,Stressed,7,Q4 Review Report,Analytics,0,5,75%,MGR417,13,No,Ongoing,Audit scheduled,"Figma, Power BI"
620,EMP144,09/26/2025,Write proposal,"2,2","2,2",Low,3,Tired,5,Q4 Review Report,IT,0,0,25%,MGR328,15,Yes,Ongoing,Blocked by dependencies,"Word, Excel"
621,EMP73,10/02/2025,Design dashboard,"3,2","3,3",High,6,Calm,7,Client Dashboard,Sales,0,0,50%,MGR418,4,No,Delayed,Needed extra research,"Word, Excel"
622,EMP62,10/15/2025,Code feature,"3,4","3,9",Low,6,Tired,8,App QA Cycle,Analytics,1,4,25%,MGR351,6,No,Done,UI feedback pending,"Word, Excel"
623,EMP46,10/07/2025,Design dashboard,"2,8",3,Medium,4,Tired,10,New Project RFP,Sales,1,0,75%,MGR402,9,No,Done,Needed extra research,Google Docs
624,EMP24,09/30/2025,Write proposal,"2,2","2,2",Medium,5,Stressed,5,Client Dashboard,QA,1,0,75%,MGR388,9,No,Done,Good team engagement,"Zoom, Slack"
625,EMP69,10/02/2025,Team meeting,"3,6","3,4",Medium,2,Focused,4,New Project RFP,HR,2,5,75%,MGR333,6,No,Delayed,UI feedback pending,"JIRA, PyCharm"
626,EMP61,10/06/2025,Code feature,2,"2,1",Medium,6,Stressed,8,CRM Update,IT,0,1,100%,MGR425,3,No,Delayed,Ready for submission,"VSCode, GitHub"
627,EMP73,10/04/2025,Write report,"2,4","2,6",High,3,Happy,6,Client Dashboard,IT,0,4,0%,MGR316,7,No,Done,Audit scheduled,"VSCode, GitHub"
628,EMP50,10/04/2025,Code feature,"2,4","2,6",Medium,3,Happy,6,Q4 Review Report,Sales,1,1,100%,MGR326,13,Yes,Delayed,Customer issue,"Word, Excel"
629,EMP47,10/12/2025,Write proposal,"1,1","1,3",Low,7,Stressed,9,Q4 Review Report,Sales,0,1,0%,MGR352,7,Yes,Ongoing,Ready for submission,"Figma, Power BI"
630,EMP133,10/11/2025,Write proposal,"1,4","1,4",Medium,6,Stressed,3,Client Dashboard,HR,1,1,0%,MGR351,9,No,Done,Blocked by dependencies,"JIRA, PyCharm"
631,EMP107,09/26/2025,Write proposal,"2,5","2,3",High,1,Happy,6,Client Dashboard,QA,1,5,25%,MGR338,14,No,Done,Good team engagement,"JIRA, PyCharm"
632,EMP125,10/16/2025,Bug fixing,"1,1","1,1",Medium,7,Focused,6,Q4 Review Report,QA,0,0,100%,MGR317,3,No,Delayed,Follow up required,"VSCode, GitHub"
633,EMP131,09/18/2025,Bug fixing,"2,1",2,High,6,Calm,10,Q4 Review Report,Sales,1,3,75%,MGR377,13,No,Delayed,Needed extra research,"Zoom, Slack"
634,EMP155,10/06/2025,Code feature,"1,8","1,9",Low,4,Tired,4,New Project RFP,Sales,2,5,75%,MGR388,14,No,Done,Ready for submission,"Word, Excel"
635,EMP29,10/04/2025,Team meeting,1,"1,5",Medium,6,Calm,9,New Project RFP,HR,0,0,100%,MGR379,10,No,Ongoing,Good team engagement,"Word, Excel"
636,EMP27,10/15/2025,Write proposal,"2,5","2,5",Low,3,Calm,5,Client Dashboard,QA,2,0,0%,MGR395,6,No,Done,Needed extra research,"Figma, Power BI"
637,EMP51,10/01/2025,Team meeting,"3,9","3,9",Low,6,Stressed,8,All-Hands Sync,IT,2,4,100%,MGR359,7,No,Delayed,Audit scheduled,"Figma, Power BI"
638,EMP55,10/09/2025,Bug fixing,"2,7","2,5",Low,6,Calm,2,All-Hands Sync,Sales,2,1,50%,MGR416,3,Yes,Ongoing,Follow up required,"JIRA, PyCharm"
639,EMP40,09/19/2025,Write report,"1,3","1,8",Medium,2,Tired,4,App QA Cycle,Analytics,1,5,100%,MGR403,11,No,Delayed,Audit scheduled,"JIRA, PyCharm"
640,EMP182,09/30/2025,Bug fixing,"1,6","1,5",Low,4,Tired,3,CRM Update,Sales,0,3,75%,MGR333,13,Yes,Ongoing,Blocked by dependencies,"JIRA, PyCharm"
641,EMP141,09/18/2025,Design dashboard,"2,8","3,3",High,5,Happy,2,New Project RFP,QA,0,0,50%,MGR374,2,Yes,Done,UI feedback pending,"Zoom, Slack"
642,EMP115,09/26/2025,Team meeting,"2,2","2,4",Medium,1,Calm,3,New Project RFP,QA,0,2,50%,MGR355,4,No,Done,Code reviewed twice,Google Docs
643,EMP109,09/19/2025,Write report,"1,6","1,8",Medium,4,Focused,5,New Project RFP,QA,1,3,75%,MGR333,14,Yes,Ongoing,Customer issue,"JIRA, PyCharm"
644,EMP190,10/01/2025,Code feature,2,"1,8",Low,3,Stressed,10,Client Dashboard,Sales,1,3,25%,MGR401,7,Yes,Ongoing,Customer issue,"Figma, Power BI"
645,EMP91,10/07/2025,Write report,"1,6","2,1",High,6,Stressed,10,Client Dashboard,HR,2,5,0%,MGR321,5,Yes,Ongoing,Revision requested,"VSCode, GitHub"
646,EMP141,10/03/2025,Write report,"2,1","2,3",High,6,Focused,3,Q4 Review Report,HR,0,1,100%,MGR413,3,No,Delayed,Audit scheduled,"Word, Excel"
647,EMP145,10/14/2025,Write report,"1,2",1,Medium,4,Calm,7,Q4 Review Report,Sales,1,3,50%,MGR323,3,Yes,Ongoing,Good team engagement,"Zoom, Slack"
648,EMP56,09/22/2025,Team meeting,"3,1","3,2",High,2,Happy,7,Client Dashboard,IT,0,4,50%,MGR346,2,Yes,Delayed,Follow up required,"Word, Excel"
649,EMP101,09/21/2025,Bug fixing,"2,6","2,9",Medium,3,Tired,2,Q4 Review Report,IT,0,4,100%,MGR360,9,No,Done,Ready for submission,"Word, Excel"
650,EMP101,10/01/2025,Write proposal,"2,4","2,2",Medium,1,Tired,1,App QA Cycle,IT,0,2,100%,MGR325,5,Yes,Delayed,Audit scheduled,"JIRA, PyCharm"
651,EMP134,09/19/2025,Design dashboard,"2,7","2,6",Low,2,Calm,6,New Project RFP,IT,0,4,75%,MGR415,2,Yes,Delayed,Audit scheduled,"Zoom, Slack"
652,EMP187,09/22/2025,Write report,"1,3","1,8",High,4,Happy,10,All-Hands Sync,QA,1,5,25%,MGR430,6,Yes,Done,Revision requested,Google Docs
653,EMP37,09/26/2025,Write report,"1,2","1,4",Medium,6,Stressed,3,Client Dashboard,Sales,1,3,25%,MGR429,14,No,Ongoing,UI feedback pending,"Figma, Power BI"
654,EMP86,10/11/2025,Design dashboard,"2,1","2,2",Medium,3,Calm,6,All-Hands Sync,IT,1,4,50%,MGR304,13,Yes,Ongoing,Needed extra research,Google Docs
655,EMP141,09/17/2025,Write report,"3,7","3,8",Low,2,Tired,9,Client Dashboard,QA,1,4,0%,MGR319,10,Yes,Ongoing,Customer issue,"Figma, Power BI"
656,EMP51,09/28/2025,Bug fixing,"2,2","2,1",Low,3,Tired,3,Client Dashboard,Analytics,0,3,50%,MGR349,9,Yes,Done,Needed extra research,"Zoom, Slack"
657,EMP194,10/16/2025,Design dashboard,"3,9",4,Medium,2,Stressed,10,Client Dashboard,HR,2,1,25%,MGR426,7,Yes,Delayed,Customer issue,"Figma, Power BI"
658,EMP175,09/23/2025,Write report,"3,6","3,6",High,7,Tired,2,All-Hands Sync,Sales,2,3,25%,MGR349,12,Yes,Done,Audit scheduled,"VSCode, GitHub"
659,EMP36,09/21/2025,Team meeting,"2,7","2,9",Low,7,Calm,9,Client Dashboard,HR,0,5,0%,MGR364,12,No,Done,Follow up required,"Figma, Power BI"
660,EMP192,10/17/2025,Design dashboard,"1,7","1,9",High,7,Happy,7,App QA Cycle,HR,0,5,100%,MGR419,9,No,Ongoing,Needed extra research,"Figma, Power BI"
661,EMP77,09/18/2025,Team meeting,"2,5","2,3",Medium,5,Tired,6,Q4 Review Report,QA,0,2,0%,MGR306,13,Yes,Ongoing,Follow up required,"Word, Excel"
662,EMP83,09/23/2025,Code feature,2,"2,5",Medium,3,Stressed,2,Q4 Review Report,QA,1,0,100%,MGR385,15,No,Done,Code reviewed twice,"JIRA, PyCharm"
663,EMP81,10/17/2025,Team meeting,"1,5","1,5",High,7,Happy,9,CRM Update,Analytics,2,4,75%,MGR324,12,No,Ongoing,Code reviewed twice,"Word, Excel"
664,EMP35,10/16/2025,Write report,"2,7","2,8",Medium,3,Stressed,3,Q4 Review Report,QA,0,2,100%,MGR410,3,Yes,Ongoing,Needed extra research,Google Docs
665,EMP33,09/26/2025,Bug fixing,"3,4","3,2",Medium,1,Focused,7,CRM Update,Sales,2,4,0%,MGR416,8,No,Delayed,Audit scheduled,Google Docs
666,EMP45,09/27/2025,Design dashboard,"2,8","2,6",Low,7,Stressed,8,New Project RFP,HR,2,1,0%,MGR326,2,Yes,Ongoing,Blocked by dependencies,Google Docs
667,EMP52,10/07/2025,Write proposal,"3,5","3,8",Medium,3,Tired,8,Client Dashboard,Sales,1,1,25%,MGR335,14,Yes,Done,Good team engagement,"Zoom, Slack"
668,EMP169,09/30/2025,Write proposal,"3,8","3,6",Low,7,Happy,5,New Project RFP,Sales,0,1,75%,MGR379,11,No,Delayed,UI feedback pending,"Word, Excel"
669,EMP152,10/05/2025,Design dashboard,"1,6","1,5",Low,2,Stressed,4,New Project RFP,Sales,0,3,50%,MGR350,5,Yes,Done,UI feedback pending,"VSCode, GitHub"
670,EMP190,10/02/2025,Design dashboard,2,"2,1",Low,4,Focused,6,New Project RFP,Sales,1,4,50%,MGR407,7,Yes,Done,Customer issue,"Word, Excel"
671,EMP146,09/24/2025,Write report,1,1,Low,2,Calm,8,New Project RFP,IT,0,3,50%,MGR396,5,No,Done,Needed extra research,"Zoom, Slack"
672,EMP22,09/19/2025,Team meeting,"3,2","3,7",High,5,Stressed,3,All-Hands Sync,QA,0,5,100%,MGR392,2,Yes,Done,Blocked by dependencies,"Zoom, Slack"
673,EMP64,09/24/2025,Team meeting,"1,1","1,6",Low,2,Happy,9,CRM Update,IT,0,0,25%,MGR367,3,Yes,Ongoing,Good team engagement,"JIRA, PyCharm"
674,EMP187,10/12/2025,Write report,"3,6","4,1",Medium,2,Happy,8,CRM Update,HR,1,5,25%,MGR411,13,Yes,Done,Good team engagement,"VSCode, GitHub"
675,EMP68,09/23/2025,Write proposal,"2,3","2,4",Medium,6,Happy,6,New Project RFP,QA,2,1,0%,MGR348,15,No,Done,UI feedback pending,"VSCode, GitHub"
676,EMP33,10/07/2025,Team meeting,"3,7","4,2",High,7,Focused,10,App QA Cycle,IT,2,0,75%,MGR316,4,No,Ongoing,Revision requested,"Zoom, Slack"
677,EMP147,10/03/2025,Bug fixing,2,"2,1",High,3,Happy,9,Client Dashboard,QA,2,3,75%,MGR368,11,No,Ongoing,Audit scheduled,"Figma, Power BI"
678,EMP29,09/23/2025,Code feature,"3,5","3,7",High,4,Calm,7,CRM Update,HR,1,3,100%,MGR340,15,No,Delayed,Revision requested,"Word, Excel"
679,EMP54,10/11/2025,Write report,"2,8","3,1",Medium,4,Focused,6,CRM Update,Sales,0,3,100%,MGR386,8,No,Delayed,Follow up required,"JIRA, PyCharm"
680,EMP114,10/12/2025,Bug fixing,"3,5",4,Medium,3,Tired,1,CRM Update,QA,0,2,0%,MGR391,3,No,Ongoing,Revision requested,Google Docs
681,EMP184,09/19/2025,Team meeting,"2,2",2,High,1,Stressed,2,All-Hands Sync,Analytics,2,1,50%,MGR350,12,No,Delayed,Ready for submission,"Figma, Power BI"
682,EMP194,10/14/2025,Team meeting,"2,1","2,6",High,6,Focused,3,Client Dashboard,Sales,1,0,50%,MGR372,15,No,Delayed,Follow up required,Google Docs
683,EMP187,09/17/2025,Bug fixing,"1,9","2,2",Low,5,Calm,7,CRM Update,IT,2,5,25%,MGR421,5,No,Ongoing,Customer issue,"Zoom, Slack"
684,EMP41,09/27/2025,Code feature,"3,9","4,2",Medium,7,Tired,4,App QA Cycle,QA,2,0,50%,MGR335,11,Yes,Delayed,Needed extra research,"JIRA, PyCharm"
685,EMP188,10/13/2025,Team meeting,"1,4","1,5",Medium,2,Tired,7,Client Dashboard,QA,2,4,50%,MGR383,11,Yes,Ongoing,Needed extra research,"VSCode, GitHub"
686,EMP59,10/17/2025,Team meeting,"2,7","2,9",Low,6,Focused,10,New Project RFP,QA,1,1,75%,MGR316,10,No,Done,Customer issue,"Word, Excel"
687,EMP104,10/05/2025,Bug fixing,"3,7","3,7",Low,3,Stressed,3,Q4 Review Report,Sales,0,0,100%,MGR425,2,Yes,Done,Code reviewed twice,"JIRA, PyCharm"
688,EMP92,09/23/2025,Code feature,"2,5","2,5",Medium,6,Focused,2,App QA Cycle,Analytics,1,4,0%,MGR343,7,No,Delayed,Good team engagement,"Word, Excel"
689,EMP53,10/04/2025,Bug fixing,"1,8","1,9",Medium,6,Stressed,7,CRM Update,IT,0,2,75%,MGR421,4,No,Ongoing,Blocked by dependencies,Google Docs
690,EMP195,10/01/2025,Team meeting,"2,9","2,8",High,1,Calm,8,Q4 Review Report,QA,2,1,100%,MGR384,11,No,Delayed,Customer issue,Google Docs
691,EMP30,10/10/2025,Write report,"1,7","1,5",Medium,6,Tired,6,Client Dashboard,HR,1,4,25%,MGR406,5,Yes,Ongoing,Follow up required,"JIRA, PyCharm"
692,EMP118,10/16/2025,Design dashboard,"3,5","3,8",High,6,Focused,2,App QA Cycle,Analytics,0,1,50%,MGR374,12,Yes,Ongoing,Blocked by dependencies,"JIRA, PyCharm"
693,EMP125,10/11/2025,Write proposal,"1,4","1,9",High,3,Stressed,2,New Project RFP,HR,1,3,25%,MGR364,5,Yes,Delayed,Needed extra research,"Word, Excel"
694,EMP183,10/09/2025,Design dashboard,"1,5","1,4",Low,4,Tired,6,Client Dashboard,QA,0,3,0%,MGR302,6,Yes,Ongoing,Good team engagement,"Zoom, Slack"
695,EMP191,10/10/2025,Bug fixing,3,"2,8",Medium,4,Stressed,2,New Project RFP,IT,2,3,25%,MGR420,15,No,Done,Good team engagement,"Word, Excel"
696,EMP175,09/20/2025,Code feature,"3,7","4,2",Medium,1,Focused,7,CRM Update,Analytics,2,0,50%,MGR339,9,No,Done,Blocked by dependencies,"Figma, Power BI"
697,EMP28,10/15/2025,Design dashboard,"3,4","3,4",Low,2,Tired,1,Client Dashboard,Sales,2,5,0%,MGR399,13,No,Delayed,Needed extra research,Google Docs
698,EMP21,09/18/2025,Bug fixing,"1,8","1,8",High,2,Happy,4,CRM Update,Analytics,0,3,0%,MGR303,7,Yes,Ongoing,Code reviewed twice,"VSCode, GitHub"
699,EMP44,10/12/2025,Design dashboard,"2,2",2,High,6,Calm,1,App QA Cycle,Sales,0,2,50%,MGR348,11,Yes,Ongoing,Follow up required,"JIRA, PyCharm"
700,EMP50,09/24/2025,Code feature,"3,5","3,4",High,3,Happy,3,Q4 Review Report,QA,2,2,0%,MGR399,5,No,Done,Code reviewed twice,"Figma, Power BI"
701,EMP91,10/07/2025,Write proposal,"1,3","1,1",Medium,1,Stressed,4,App QA Cycle,HR,2,3,0%,MGR343,6,Yes,Ongoing,UI feedback pending,"Figma, Power BI"
702,EMP198,09/29/2025,Design dashboard,"1,4","1,4",Low,2,Happy,3,Client Dashboard,HR,2,3,0%,MGR385,2,No,Delayed,Revision requested,"Figma, Power BI"
703,EMP79,10/03/2025,Write proposal,"1,8",2,Low,1,Calm,1,New Project RFP,Analytics,1,1,75%,MGR362,11,Yes,Done,Good team engagement,"Zoom, Slack"
704,EMP147,09/26/2025,Code feature,"2,8","3,1",High,4,Calm,1,CRM Update,Sales,1,5,50%,MGR334,6,No,Ongoing,Needed extra research,Google Docs
705,EMP126,10/07/2025,Team meeting,"2,9","3,4",High,2,Happy,6,CRM Update,IT,2,0,25%,MGR356,11,No,Ongoing,UI feedback pending,"VSCode, GitHub"
706,EMP133,10/07/2025,Write report,"1,5",2,High,7,Tired,2,CRM Update,Analytics,2,1,25%,MGR332,3,Yes,Ongoing,Revision requested,"VSCode, GitHub"
707,EMP80,10/03/2025,Write report,"3,5",4,Medium,6,Tired,5,CRM Update,IT,0,3,25%,MGR363,6,No,Ongoing,Customer issue,"Figma, Power BI"
708,EMP71,09/25/2025,Bug fixing,"2,1","2,2",High,3,Tired,7,CRM Update,QA,1,3,100%,MGR410,14,Yes,Delayed,Needed extra research,"JIRA, PyCharm"
709,EMP129,10/14/2025,Write report,"2,3","2,4",Medium,5,Focused,3,New Project RFP,IT,1,3,75%,MGR378,9,No,Delayed,Revision requested,Google Docs
710,EMP143,09/19/2025,Team meeting,"1,5","1,7",High,6,Tired,4,CRM Update,IT,0,0,100%,MGR395,9,No,Delayed,Follow up required,"Figma, Power BI"
711,EMP115,09/29/2025,Bug fixing,"1,6","2,1",Medium,6,Focused,2,App QA Cycle,Analytics,0,3,100%,MGR341,5,No,Delayed,UI feedback pending,Google Docs
712,EMP145,10/07/2025,Design dashboard,"2,8","2,9",Medium,6,Stressed,7,App QA Cycle,IT,0,3,0%,MGR392,12,Yes,Ongoing,Good team engagement,"Zoom, Slack"
713,EMP174,10/01/2025,Design dashboard,"1,2","1,4",High,3,Calm,10,New Project RFP,IT,0,0,0%,MGR398,8,Yes,Ongoing,Blocked by dependencies,"JIRA, PyCharm"
